Cinsiyet,65 Yaş Üstü,Medeni Durum,Bakma Sorumluluğu,Müşteri Olma Süresi(Ay),Ev Telefonu Aboneliği,Birden Fazla Abonelik Durumu,İnternet Aboneliği,Güvenlik Hizmeti Aboneliği,Yedekleme Hizmeti Aboneliği,Ekipman Güvenlik Aboneliği,Teknik Destek Aboneliği,IP Tv Aboneliği,Film Abonelği,Sözleşme Süresi,Online Fatura(Kağıtsız),Ödeme Şekli,Aylık Ücret,Toplam Ücret,Kayıp Durumu
Kadın,Hayır,Bekar,Yok,1,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,43.95,43.95,Yok
Erkek,Hayır,Bekar,Yok,4,Var,Yok,Fiber Optik,Yok,Yok,Var,Yok,Yok,Var,1 Aylık,Hayır,Elektronik,86.05,308.1,Yok
Kadın,Hayır,Bekar,Yok,19,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Kredi Kartı,20.25,383.65,Yok
Kadın,Hayır,Bekar,Yok,30,Var,Yok,Fiber Optik,Yok,Yok,Yok,Var,Var,Yok,1 Aylık,Hayır,Elektronik,85.15,2555.9,Var
Erkek,Hayır,Evli,Var,67,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Evet,Kredi Kartı,19.4,1284.2,Yok
Erkek,Evet,Evli,Yok,72,Var,Var,Fiber Optik,Var,Var,Var,Yok,Yok,Var,2 Yıllık,Evet,Kredi Kartı,102.65,7550.3,Yok
Erkek,Hayır,Evli,Yok,53,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,19.9,1110.05,Yok
Kadın,Hayır,Bekar,Yok,5,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Elektronik,19.55,99.6,Yok
Erkek,Evet,Evli,Yok,71,Var,Yok,Fiber Optik,Yok,Var,Var,Var,Yok,Var,2 Yıllık,Evet,Kredi Kartı,95.5,6707.15,Yok
Kadın,Hayır,Evli,Var,50,Var,Var,DSL,Yok,Var,Var,Var,Var,Var,1 Yıllık,Evet,Kredi Kartı,84.15,4164.4,Yok
Erkek,Hayır,Evli,Var,56,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,2 Yıllık,Evet,Elektronik,103.2,5873.75,Yok
Erkek,Hayır,Bekar,Yok,2,Var,Yok,DSL,Yok,Yok,Yok,Var,Yok,Yok,1 Aylık,Evet,Kredi Kartı,50.2,109.25,Yok
Kadın,Evet,Bekar,Yok,2,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Yok,Var,1 Aylık,Evet,Elektronik,88.55,179.25,Var
Erkek,Hayır,Evli,Var,24,Var,Var,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,54.75,1338.15,Var
Erkek,Hayır,Evli,Var,46,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,19.95,862.4,Yok
Erkek,Hayır,Evli,Yok,71,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Elektronik,116.25,8564.75,Yok
Kadın,Hayır,Bekar,Yok,29,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Var,Yok,Yok,1 Aylık,Evet,Elektronik,31.2,926.2,Yok
Erkek,Hayır,Evli,Var,69,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Havale,24.45,1718.2,Yok
Erkek,Hayır,Evli,Yok,71,Var,Var,DSL,Yok,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Kredi Kartı,84.2,5956.85,Yok
Kadın,Evet,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,91.3,91.3,Var
Erkek,Evet,Evli,Yok,56,Var,Yok,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Havale,85.65,4824.45,Yok
Erkek,Hayır,Bekar,Var,56,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Mail,21.2,1238.65,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Evet,Elektronik,79.5,79.5,Var
Kadın,Hayır,Evli,Yok,28,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,25.55,672.2,Yok
Kadın,Hayır,Evli,Var,19,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Mail,20.2,382.2,Yok
Erkek,Hayır,Evli,Yok,66,Var,Var,DSL,Yok,Yok,Yok,Var,Yok,Var,1 Aylık,Hayır,Elektronik,63.85,4264.6,Yok
Kadın,Hayır,Evli,Var,17,Var,Var,DSL,Yok,Yok,Var,Var,Yok,Yok,1 Yıllık,Evet,Mail,61.95,1070.7,Yok
Erkek,Hayır,Evli,Var,52,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,25.75,1345.85,Yok
Kadın,Hayır,Bekar,Yok,19,Var,Yok,DSL,Yok,Var,Yok,Yok,Var,Yok,1 Yıllık,Hayır,Elektronik,58.2,1045.25,Yok
Kadın,Hayır,Bekar,Yok,36,Var,Yok,DSL,Var,Var,Var,Var,Var,Var,1 Yıllık,Hayır,Havale,85.85,3003.55,Yok
Erkek,Evet,Evli,Yok,7,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,70.1,467.55,Var
Erkek,Hayır,Evli,Var,72,Var,Var,Fiber Optik,Var,Var,Var,Var,Yok,Var,1 Yıllık,Evet,Kredi Kartı,104.9,7537.5,Yok
Erkek,Hayır,Evli,Var,67,Var,Var,Fiber Optik,Var,Var,Var,Yok,Var,Var,1 Yıllık,Evet,Elektronik,111.3,7482.1,Var
Erkek,Evet,Bekar,Yok,34,Var,Yok,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Yıllık,Evet,Elektronik,99.85,3343.15,Yok
Erkek,Evet,Evli,Yok,57,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Yok,Var,1 Aylık,Evet,Havale,95.25,5427.05,Var
Kadın,Hayır,Evli,Yok,7,Var,Yok,Fiber Optik,Yok,Yok,Var,Yok,Var,Yok,1 Aylık,Evet,Elektronik,86.25,587.1,Var
Kadın,Evet,Evli,Yok,1,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,100.8,100.8,Var
Erkek,Hayır,Evli,Yok,8,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Havale,19.55,161.15,Yok
Kadın,Hayır,Bekar,Yok,69,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,2 Yıllık,Hayır,Elektronik,104.0,7028.5,Yok
Kadın,Hayır,Evli,Yok,50,Var,Var,Fiber Optik,Var,Yok,Var,Yok,Var,Var,1 Yıllık,Evet,Mail,104.4,5232.9,Yok
Erkek,Hayır,Bekar,Yok,10,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,19.5,225.85,Yok
Kadın,Hayır,Evli,Var,12,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,25.25,274.7,Yok
Kadın,Hayır,Bekar,Yok,14,Var,Yok,Fiber Optik,Yok,Var,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,86.3,1180.95,Var
Kadın,Hayır,Evli,Yok,70,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Var,Var,Yok,Var,2 Yıllık,Evet,Havale,49.85,3370.2,Yok
Kadın,Evet,Bekar,Yok,64,Var,Var,Fiber Optik,Var,Yok,Var,Var,Var,Var,1 Aylık,Evet,Havale,108.95,7111.3,Yok
Kadın,Hayır,Evli,Var,66,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Kredi Kartı,89.9,5958.85,Yok
Kadın,Hayır,Evli,Var,71,Var,Yok,DSL,Var,Yok,Var,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,82.0,5999.85,Yok
Erkek,Evet,Bekar,Yok,20,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Hayır,Elektronik,89.95,1648.45,Yok
Erkek,Hayır,Evli,Yok,72,Var,Yok,DSL,Var,Var,Yok,Var,Var,Var,2 Yıllık,Evet,Havale,79.35,5753.25,Yok
Kadın,Hayır,Evli,Var,71,Var,Yok,DSL,Var,Var,Var,Var,Yok,Yok,2 Yıllık,Hayır,Kredi Kartı,64.05,4492.9,Yok
Erkek,Hayır,Evli,Var,38,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Var,Var,1 Aylık,Evet,Kredi Kartı,101.15,3956.7,Yok
Kadın,Hayır,Bekar,Yok,28,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,89.95,2625.55,Var
Erkek,Evet,Evli,Yok,17,Var,Yok,Fiber Optik,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,76.45,1233.4,Var
Erkek,Hayır,Bekar,Yok,33,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Yok,Yok,Var,Yok,1 Yıllık,Evet,Elektronik,39.1,1309.0,Yok
Kadın,Hayır,Evli,Var,23,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Var,Yok,Yok,2 Yıllık,Hayır,Mail,34.6,813.45,Yok
Erkek,Hayır,Evli,Var,58,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Elektronik,19.55,1108.8,Yok
Kadın,Evet,Evli,Yok,70,Var,Var,Fiber Optik,Yok,Var,Yok,Var,Var,Var,2 Yıllık,Evet,Havale,104.45,7349.35,Yok
Erkek,Hayır,Evli,Yok,4,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,70.5,294.2,Yok
Erkek,Hayır,Evli,Var,45,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,20.35,929.2,Yok
Erkek,Hayır,Bekar,Yok,10,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,70.0,740.0,Var
Erkek,Hayır,Evli,Var,36,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,19.45,754.5,Yok
Erkek,Hayır,Bekar,Yok,54,Var,Yok,DSL,Var,Var,Yok,Var,Var,Yok,1 Aylık,Evet,Mail,69.9,3883.3,Yok
Erkek,Hayır,Evli,Var,23,Var,Var,DSL,Yok,Var,Yok,Var,Yok,Yok,2 Yıllık,Hayır,Mail,59.7,1414.2,Yok
Kadın,Hayır,Evli,Var,41,Var,Var,DSL,Var,Var,Var,Yok,Var,Yok,1 Yıllık,Evet,Kredi Kartı,78.35,3211.2,Yok
Erkek,Evet,Bekar,Yok,5,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,71.45,371.6,Yok
Erkek,Hayır,Evli,Var,27,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Var,Yok,Yok,Var,1 Yıllık,Evet,Kredi Kartı,45.85,1246.4,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Var,Var,Var,1 Aylık,Evet,Elektronik,95.85,95.85,Yok
Kadın,Hayır,Evli,Var,67,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Var,Yok,Yok,2 Yıllık,Hayır,Kredi Kartı,35.7,2545.7,Yok
Kadın,Evet,Evli,Var,72,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,89.55,6448.85,Yok
Kadın,Hayır,Evli,Var,56,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Evet,Kredi Kartı,24.95,1468.9,Yok
Erkek,Hayır,Evli,Var,44,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Elektronik,24.85,1013.6,Yok
Kadın,Evet,Evli,Yok,66,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,100.8,6690.75,Yok
Kadın,Hayır,Bekar,Yok,34,Var,Var,DSL,Var,Var,Yok,Var,Yok,Yok,1 Yıllık,Evet,Mail,64.4,2088.75,Var
Kadın,Hayır,Evli,Yok,69,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,2 Yıllık,Hayır,Havale,105.35,7240.65,Yok
Kadın,Hayır,Evli,Var,1,Var,Var,Fiber Optik,Var,Yok,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,102.45,102.45,Var
Kadın,Hayır,Bekar,Yok,40,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,19.65,830.25,Yok
Erkek,Hayır,Evli,Var,30,Var,Var,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Havale,54.45,1588.7,Yok
Kadın,Hayır,Bekar,Yok,11,Var,Yok,DSL,Yok,Yok,Yok,Var,Var,Var,1 Aylık,Hayır,Mail,70.5,829.3,Yok
Kadın,Hayır,Bekar,Yok,15,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Kredi Kartı,20.1,302.45,Yok
Erkek,Hayır,Bekar,Yok,11,Var,Yok,DSL,Yok,Yok,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,69.35,712.25,Yok
Kadın,Hayır,Evli,Var,64,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Havale,19.8,1336.65,Yok
Erkek,Evet,Evli,Yok,72,Var,Yok,DSL,Var,Var,Var,Var,Var,Yok,2 Yıllık,Hayır,Havale,74.4,5360.75,Yok
Erkek,Evet,Evli,Yok,72,Var,Var,Fiber Optik,Var,Var,Var,Var,Yok,Yok,2 Yıllık,Evet,Havale,93.05,6735.05,Yok
Kadın,Hayır,Bekar,Var,1,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Mail,51.2,51.2,Yok
Kadın,Hayır,Bekar,Var,15,Var,Yok,DSL,Var,Var,Var,Var,Yok,Yok,1 Yıllık,Hayır,Kredi Kartı,65.6,1010.0,Yok
Kadın,Hayır,Bekar,Yok,60,Var,Var,DSL,Yok,Yok,Var,Var,Var,Var,1 Yıllık,Hayır,Kredi Kartı,80.55,4847.05,Yok
Erkek,Hayır,Bekar,Yok,56,Var,Yok,DSL,Var,Yok,Var,Yok,Yok,Yok,1 Yıllık,Hayır,Mail,52.7,3019.7,Yok
Kadın,Hayır,Bekar,Yok,8,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,20.85,161.65,Yok
Kadın,Hayır,Bekar,Yok,3,Var,Yok,Fiber Optik,Yok,Yok,Var,Var,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,80.1,217.55,Var
Kadın,Hayır,Evli,Yok,49,Var,Var,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,52.15,2583.75,Yok
Kadın,Hayır,Bekar,Yok,2,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Evet,Elektronik,80.2,146.05,Var
Kadın,Hayır,Bekar,Yok,6,Var,Yok,Fiber Optik,Var,Var,Var,Var,Yok,Var,1 Aylık,Evet,Havale,98.15,567.45,Var
Erkek,Hayır,Bekar,Yok,70,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Havale,114.95,7711.25,Yok
Erkek,Hayır,Bekar,Yok,12,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,1 Aylık,Evet,Mail,112.95,1384.75,Var
Erkek,Evet,Evli,Yok,52,Var,Yok,Fiber Optik,Var,Yok,Var,Var,Var,Var,1 Yıllık,Evet,Havale,104.45,5481.25,Yok
Kadın,Hayır,Evli,Yok,72,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,113.65,8124.2,Yok
Kadın,Hayır,Bekar,Yok,40,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Evet,Havale,20.6,827.3,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Mail,70.9,70.9,Var
Kadın,Evet,Bekar,Yok,3,Var,Yok,Fiber Optik,Yok,Yok,Var,Yok,Var,Yok,1 Aylık,Evet,Elektronik,86.85,220.95,Var
Kadın,Evet,Bekar,Yok,40,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,91.55,3673.6,Yok
Erkek,Hayır,Bekar,Var,1,Var,Yok,DSL,Yok,Yok,Var,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,49.85,49.85,Yok
Erkek,Hayır,Evli,Yok,30,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Kredi Kartı,19.8,576.65,Yok
Erkek,Hayır,Evli,Var,23,Var,Yok,Fiber Optik,Var,Yok,Yok,Var,Var,Var,1 Aylık,Evet,Elektronik,99.85,2331.3,Var
Erkek,Hayır,Evli,Var,1,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,74.5,74.5,Var
Kadın,Evet,Evli,Yok,44,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,1 Aylık,Hayır,Elektronik,104.15,4495.65,Yok
Erkek,Hayır,Bekar,Yok,65,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,109.15,6941.2,Var
Kadın,Evet,Bekar,Yok,7,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,48.2,340.35,Yok
Erkek,Evet,Bekar,Yok,72,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Evet,Kredi Kartı,25.1,1789.9,Yok
Kadın,Evet,Bekar,Yok,8,Var,Var,Fiber Optik,Yok,Yok,Yok,Var,Var,Var,1 Aylık,Evet,Kredi Kartı,100.15,908.55,Yok
Kadın,Hayır,Bekar,Yok,16,Var,Var,DSL,Yok,Yok,Var,Yok,Yok,Var,1 Aylık,Evet,Kredi Kartı,65.2,1043.35,Var
Erkek,Evet,Evli,Var,66,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Var,Var,1 Aylık,Evet,Kredi Kartı,99.5,6822.15,Var
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,71.55,71.55,Var
Erkek,Hayır,Bekar,Var,3,Var,Yok,DSL,Var,Yok,Var,Yok,Yok,Yok,1 Aylık,Hayır,Mail,55.9,157.55,Yok
Erkek,Hayır,Evli,Yok,53,Var,Var,Fiber Optik,Var,Yok,Var,Yok,Yok,Var,1 Aylık,Hayır,Elektronik,93.9,5029.2,Var
Erkek,Evet,Evli,Yok,8,Var,Yok,DSL,Yok,Yok,Var,Var,Yok,Var,1 Aylık,Evet,Kredi Kartı,64.4,581.7,Yok
Erkek,Evet,Evli,Yok,69,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,2 Yıllık,Evet,Havale,108.4,7318.2,Var
Kadın,Hayır,Bekar,Yok,5,Var,Yok,Fiber Optik,Yok,Var,Yok,Yok,Var,Yok,1 Aylık,Evet,Mail,85.3,420.45,Yok
Kadın,Hayır,Evli,Var,72,Var,Var,Fiber Optik,Var,Yok,Var,Var,Var,Var,2 Yıllık,Hayır,Mail,107.45,7576.7,Yok
Kadın,Hayır,Evli,Yok,13,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Var,Yok,Var,Var,1 Aylık,Evet,Havale,48.75,633.4,Var
Kadın,Hayır,Bekar,Yok,4,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Evet,Elektronik,85.65,321.65,Var
Kadın,Hayır,Evli,Var,54,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Kredi Kartı,91.3,4965.0,Yok
Erkek,Hayır,Evli,Yok,72,Var,Var,DSL,Yok,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Havale,85.95,6151.9,Yok
Erkek,Hayır,Bekar,Yok,12,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,106.7,1253.9,Var
Erkek,Hayır,Bekar,Yok,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,25.15,25.15,Var
Erkek,Evet,Bekar,Yok,1,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,45.2,45.2,Yok
Kadın,Hayır,Evli,Yok,54,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,1 Yıllık,Hayır,Elektronik,110.35,5893.15,Var
Erkek,Hayır,Evli,Var,69,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Yok,Yok,2 Yıllık,Evet,Kredi Kartı,79.2,5420.65,Yok
Kadın,Hayır,Bekar,Yok,48,Var,Yok,DSL,Var,Var,Yok,Yok,Yok,Yok,2 Yıllık,Hayır,Kredi Kartı,55.5,2627.35,Yok
Kadın,Hayır,Evli,Var,48,Var,Var,Fiber Optik,Var,Var,Yok,Yok,Var,Var,1 Yıllık,Evet,Kredi Kartı,103.25,5037.55,Var
Kadın,Hayır,Evli,Yok,8,Var,Var,Fiber Optik,Yok,Yok,Yok,Var,Yok,Var,1 Aylık,Evet,Elektronik,90.25,743.75,Yok
Erkek,Hayır,Evli,Var,71,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Mail,91.25,6589.6,Yok
Erkek,Hayır,Bekar,Yok,2,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,47.8,92.45,Var
Erkek,Hayır,Evli,Yok,67,Var,Yok,Fiber Optik,Var,Var,Yok,Yok,Var,Var,1 Yıllık,Evet,Kredi Kartı,100.9,6733.15,Yok
Erkek,Hayır,Evli,Var,34,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Havale,97.7,3410.0,Yok
Kadın,Hayır,Bekar,Yok,3,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,69.85,199.85,Yok
Kadın,Hayır,Evli,Var,9,Var,Yok,DSL,Yok,Var,Yok,Var,Var,Yok,1 Yıllık,Evet,Mail,65.6,593.3,Yok
Erkek,Hayır,Evli,Var,71,Var,Yok,Fiber Optik,Var,Var,Var,Yok,Var,Var,1 Yıllık,Evet,Havale,104.65,7288.4,Yok
Erkek,Hayır,Bekar,Yok,57,Var,Var,Fiber Optik,Yok,Yok,Yok,Var,Var,Yok,2 Yıllık,Evet,Kredi Kartı,90.45,5229.8,Yok
Erkek,Hayır,Bekar,Yok,72,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Havale,63.7,4464.8,Yok
Kadın,Evet,Evli,Var,48,Var,Yok,Fiber Optik,Var,Yok,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,104.5,5068.05,Yok
Erkek,Hayır,Bekar,Yok,18,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,20.1,401.85,Yok
Erkek,Hayır,Evli,Var,43,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,1 Yıllık,Evet,Kredi Kartı,104.3,4451.85,Yok
Kadın,Hayır,Evli,Var,72,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Havale,93.25,6688.95,Yok
Erkek,Hayır,Evli,Var,35,Var,Var,DSL,Yok,Yok,Yok,Var,Var,Var,1 Yıllık,Evet,Havale,73.45,2661.1,Yok
